"HolderAddress","Balance","PendingBalanceUpdate"
"0x2e1946896a3ade065974b31afb26c2b52308be0a","6.57188895","No"
"0x11f041a1da56ad5d8d57a44b9ee74b2e0f24e1ec","6","No"
"0xf9a3ea4d32d9da0e85d2730f03ab6429799c583e","5.33812887","No"
"0xacfd3e68d99a325bcca5d79518b0d59c24fe83b8","5","No"
"0x3de97a237506c8894f4e52c060d9d6a39cabd982","5","No"
"0x53bb5e68fb577b6077f00e447261ef0f4b932be0","4.23526225","No"
"0x17aa31c11f7a0c9f75fd908475b79bf1adab6246","4","No"
"0x48f630380937f1b6702fdc6dcdf261e84d77fdb3","3.43659881","No"
"0xbc5055673e70ef268b26194b6c58d925e3616041","3.29232332","No"
"0xfd9a6cd1670fe8eb4012d8abb9cdf25741a6ff04","3.02902133","No"
"0xc39b5c22065e8457bd0b8583c8d3c683d666b50e","3","No"
"0x01d72a413b233c9b602eebd8928c8142285c4260","2.74239035","No"
"0xc44e8485d406cdf6246e8be7a18c104de200f799","2.69250536","No"
"0xe75b1055743a1b0a555b88ea0812c7a1890bc8ee","2.0651582","No"
"0xdff262bf0298810e4e4b479daa6dd3689a74098a","2.03607598","No"
"0x7e2ae23c15b98745385c2cf82aa9f9105b1c6d6a","2","No"
"0xec4b0f4ad7e795c38f476b90ff3cdee5c040f9da","2","No"
"0x2eff40e0eb345a9dbce34fec88bf6bc794cd1be2","1.82113012","No"
"0x4a763c324a1faf0c294c5493106752304abfb5b1","1.77","No"
"0xd4e690b5dd199b64dea5b8fc08fc79a7f2cf7e76","1.77","No"
"0x906f18868d0dd2172537ed84bf6e184f439cce15","1.7561378","No"
"0x7de4f01672c75d198725e8359e846db68652b551","1.68189094","No"
"0x910bf2d50fa5e014fd06666f456182d4ab7c8bd2","1.67291296","No"
"0x44c2dd7a05cd4ac15a97e769748e05e7598ec082","1.66666666","No"
"0x66a34f28a2f319a4ff4547e6f9f835809fe2add8","1.53887359","No"
"0x5a97f1fdc5720785c5f7c8206de3cc3135b758b1","1.2","No"
"0x9a6d993596d30a224135464b6bea03fcc977f3bd","1.00000001","No"
"0x4ab49bd9f1a3a162d49e48c81dca41dfa8d0163a","1","No"
"0x0055d1e58cd91ef0e80ed4e89f66f2d9f1d6d9b7","1","No"
"0x07f15485a385cb91331ffb27858da39ffdb667ff","1","No"
"0x25c04ec59b4d159f53734fd0fdf415669d47eccb","1","No"
"0x35064b5b21697dca44972bdec7b2adf45102fb79","1","No"
"0x8adb73c2c39182804ac872964e0947c38135f7fe","1","No"
"0x9c32702e05a52cd56d152e447612417c225f3b07","1","No"
"0xe8ebbd5e177c02fac5c1626f9d57e84d15e6196a","1","No"
"0xda7b103df681f3c7a6dac83b5b8df66a2fb34a49","0.99549427","No"
"0x6025d96932d378be7d0a46343b437678a126ecca","0.98974381","No"
"0xa0b83e91c62289516b20167888752e19557ed683","0.9","No"
"0xeb1ba09f5f6c0bcbccf895055e758f4ad2ffe6f9","0.8791512","No"
"0x813685d77a5cbf000251287e2ef9f634ddfe08a1","0.84459735","No"
"0x8e2f313be1ccfbb439786de89644824456a3ce90","0.50201683","No"
"0x8df252da894db4ab205c1b4b8769eec0522f49af","0.208","No"
"0x17e0f77415c38b3875bf059eaf1cba76538905d2","0.08174253","No"
"0xaffb622d6dd77e750d67bd213d37526275eab226","0.00955431","No"
"0xfc0b35cf12cc6a8228156f353ab56d7a949e2c1a","0.00940227","No"
"0x00000000003b3cc22af3ae1eac0440bcee416b40","0.00550126","No"
"0x7b17faf8383702dda73572cd029eef6ce2b61185","0.00328257","No"
"0xc45630ef0ac56711567dfb9486bd3642d0757a2b","0.00080083","No"
"0x9694725e78735cd3afb38d003de2ba264e66b485","0.0004914","No"
"0xe6d3fb1b7f2db17c34d4bb232c0830ba36178086","0.00035129","No"
"0x8fff1c7a2a681bc2524d0d183a3a523436a6b339","0.00012417","No"
"0xe73ccfecf4c875c0ff8c1184a8c6ecb8d46b97a8","0.00007591","No"
"0x90b7a9441207d6e150df697f40bfd955f4a2fae3","0.00005984","No"
"0xc2c250909e0614ad410dc8eff0a4bfa6fb41fda8","0.0000574","No"
"0x51ab59b6ce05f520de211c9cb9e86d9b36510988","0.00004697","No"
"0x87f405d3e8c48e9a9622b78e78c7342f84b76c20","0.00000751","No"
"0x983e3660c0be01991785f80f266a84b911ab59b0","0.00000095","No"
"0x109ef9547510438ce7fa04886bcff0e3bd16a108","0.00000075","No"
"0x76885c4665793c21bede82cff2a1fc099bad7b4d","0.00000002","No"
"0x7cf09d7a9a74f746edcb06949b9d64bcd9d1604f","0.00000001","No"
"0x5488d6ee2bf6af1bda16e23147c779cf7606a297","0.00000001","No"
"0x6b75d8af000000e20b7a7ddf000ba900b4009a80","0.00000001","No"
"0x000000005736775feb0c8568e7dee77222a26880","0.00000001","No"
